103;117
2;121
109;119
180;46
192;76
113;96
1;142
200;102
137;37
71;185
8;139
193;94
32;188
135;44
143;40
9;129
181;68
31;191
156;29
114;66
35;238
102;122
38;228
182;91
71;180
182;90
102;120
39;213
68;184
10;175
39;239
158;16
180;79
78;167
10;177
86;180
164;53
37;206
107;107
121;39
79;190
17;155
112;92
146;28
161;28
45;246
97;157
112;79
123;79
159;37
102;116
68;222
114;100
37;199
122;85
159;11
193;79
167;36
99;144
11;144
152;16
42;209
161;47
6;128
188;112
51;216
115;73
189;99
27;175
157;25
98;118
13;170
86;143
107;108
34;230
19;166
95;146
27;188
163;34
28;201
63;220
132;48
15;184
174;45
183;64
76;214
160;36
7;132
125;65
200;143
75;173
141;8
178;47
195;101
153;40
138;14
156;29
76;181
189;90
71;227
